孔紫轩,安徽省宣城市绩溪县瀛洲镇,福建交通大学,640201200209167000    ,18844433909
康易轩,天津市市辖区宝坻区郝各庄镇,湖北服装学院,640101199510219000    ,18125471385
李芳,四川省广元市青川县茶坝乡,青海工商大学,12020119810912464X,13566995509
杨凌晶,广东省江门市新会区圭峰区,黑龙江农业大学,63010120000516545X,15738242757
黎子辰,青海省海北藏族自治州祁连县八宝镇,西藏交通大学,450101197509031000    ,15793936389
何一鸣,陕西省宝鸡市眉县红河谷森林公园,浙江师范大学,220101198603174000    ,15031516058
顾东东,河南省安阳市龙安区马家乡,辽宁工商大学,430201197602213000    ,19080735947
丁禹辰,天津市市辖区河西区尖山街道,吉林交通大学,350101200501077000    ,15090744029
萧甜,新疆维吾尔自治区乌鲁木齐市米东区古牧地东路街道,江西师范大学,360201198405318000    ,15655171650
罗明,山西省长治市屯留区张店镇,浙江理工大学,330201197401073000    ,15564238123
罗贺祥,云南省西双版纳傣族自治州勐腊县象明彝族乡,内蒙古工商大学,220201198512151000    ,18196194382
段晓庆,青海省西宁市湟源县巴燕乡,海南大学,230201200006269000    ,19626977079
方欣汝,甘肃省张掖市临泽县板桥镇,湖南工商大学,120101200010043000    ,18454172517
谭杰,青海省西宁市大通回族土族自治县景阳镇,贵州服装学院,140201200306277000    ,15563037222
姜添池,陕西省西安市鄠邑区玉蝉街道,重庆工商大学,620101198802083000    ,19190377730
孙淼,河北省廊坊市三河市皇庄镇,重庆农业大学,120101199106226000    ,15857781784
沈佳钰,天津市市辖区滨海新区海滨街道,江苏农业大学,650201198008146000    ,13114119165
龙添昊,辽宁省盘锦市双台子区铁东街道,湖北农业大学,610201200302235000    ,17259135824
余雄霖,云南省西双版纳傣族自治州勐腊县易武镇,云南工商大学,320101197812055000    ,13016852851
史宜豪,安徽省池州市贵池区殷汇镇,辽宁师范大学,360201200403194000    ,14745318419
熊文昊,广东省揭阳市榕城区中山街道,黑龙江医科大学,540201200506016000    ,18479444569
夏佳玉,甘肃省陇南市西和县何坝镇,山西工业大学,120201200206037000    ,15394385524
杨昕蕊,广西壮族自治区百色市隆林各族自治县者保乡,海南科技大学,310101198611172000    ,19772436581
唐瑾昆,广东省云浮市罗定市太平镇,西藏医科大学,340201199508189000    ,15932340106
蒋瑞辰,宁夏回族自治区吴忠市盐池县高沙窝镇,新疆大学,360101197801264000    ,17731679275
石榕汕,贵州省遵义市播州区铁厂镇,广西建筑大学,410101198809302000    ,18731708023
