武亦菲,宁夏回族自治区中卫市中宁县大战场镇,青海工业大学,650201200107246000    ,1.6e+08%
雷伟洋,吉林省通化市集安市榆林镇,河南工业大学,650101197701024000    ,1.3e+08%
苏美欣,广东省揭阳市榕城区东兴街道,江西交通大学,210101198304155000    ,1.8e+08%
何汝鑫,海南省海口市美兰区蓝天街道,天津工商大学,500201197710248000    ,1.7e+08%
汤熙涵,河南省鹤壁市鹤壁经济技术开发区东杨路,江西信息工程大学,150201200511247000    ,1.9e+08%
罗昊轩,山东省烟台市蓬莱区北沟镇,广东大学,460101198301124000    ,1.5e+08%
孙国贤,天津市市辖区津南区葛沽镇,上海化工大学,630101199411174000    ,2e+08%
冯欣欣,陕西省铜川市宜君县哭泉镇,吉林医科大学,230101199710151000    ,1.3e+08%
郭涵越,河北省唐山市迁西县白庙子乡,海南服装学院,54020119820730911X,1.6e+08%
马丽,陕西省延安市子长市安定镇,新疆师范大学,210101198707132000    ,1.5e+08%
乔瑾昆,安徽省宿州市宿州马鞍山现代产业园区宿州东部新城行政管理区,辽宁工业大学,120101198812282000    ,1.9e+08%
赖益帆,河北省保定市安新县圈头乡,吉林化工大学,530101200105077000    ,1.9e+08%
汤昕蕊,安徽省铜陵市铜官区幸福社区街道,河北信息工程大学,150101198611278000    ,1.9e+08%
方文昊,黑龙江省齐齐哈尔市建华区区直辖村级区划,河南医科大学,540101199212284000    ,1.9e+08%
顾欣怡,吉林省延边朝鲜族自治州敦化市雁鸣湖镇,北京理工大学,130201198812237000    ,1.6e+08%
邹欣慧,北京市市辖区门头沟区妙峰山镇,黑龙江服装学院,330201199905243000    ,1.9e+08%
曹瑾春,海南省省直辖县级行政区划陵水黎族自治县文罗镇,宁夏科技大学,510101197711225000    ,1.9e+08%
江翔,湖南省湘潭市湘潭昭山示范区昭山镇,辽宁科技大学,460101198310206000    ,1.6e+08%
蒋禹辰,湖南省长沙市天心区大托铺街道,海南建筑大学,230101197706251000    ,1.9e+08%
陆晨璐,吉林省吉林市桦甸市新华街道,甘肃信息工程大学,440101199911179000    ,1.9e+08%
朱佳琪,广西壮族自治区贺州市平桂区西湾街道,西藏化工大学,630201198109115000    ,1.6e+08%
杨泽远,福建省漳州市芗城区天宝镇,北京工商大学,450101197711163000    ,1.4e+08%
钱佳琪,四川省成都市郫都区德源街道,北京交通大学,150101198909035000    ,1.7e+08%
冯新建,河北省承德市宽城满族自治县铧尖乡,山东信息工程大学,640101198707157000    ,1.3e+08%
萧欣慧,西藏自治区那曲市申扎县雄梅镇,天津师范大学,110101198009161000    ,2e+08%
谢平,甘肃省兰州市安宁区安宁堡街道,重庆建筑大学,500101200307172000    ,1.5e+08%
邓欣宜,浙江省舟山市岱山县衢山镇,吉林理工大学,630101199901255000    ,1.5e+08%
李冰枫,安徽省阜阳市界首市田营镇,山东大学,500101199307063000    ,1.7e+08%
汤甜,陕西省铜川市王益区王益街道,重庆理工大学,540201197708295000    ,1.8e+08%
高天赫,青海省西宁市湟中区海子沟乡,天津建筑大学,630101199704191000    ,1.6e+08%
余冰枫,广西壮族自治区柳州市鹿寨县导江乡,新疆理工大学,520101198605131000    ,1.8e+08%
叶溶溶,湖南省株洲市芦淞区白关镇,新疆信息工程大学,610101199601075000    ,1.7e+08%
刘熙涵,甘肃省定西市临洮县漫洼乡,宁夏信息工程大学,610101199206029000    ,1.7e+08%
康晨茜,山西省吕梁市中阳县下枣林乡,陕西医科大学,410101200002144000    ,1.8e+08%
袁欣慧,安徽省马鞍山市博望区博望高新技术产业开发区,辽宁化工大学,320101199302238000    ,1.9e+08%
龙佳欣,云南省德宏傣族景颇族自治州梁河县大厂乡,北京信息工程大学,360101199410281000    ,1.5e+08%
魏平,宁夏回族自治区吴忠市盐池县花马池镇,山东建筑大学,450101199510109000    ,1.3e+08%
易欣慧,天津市市辖区西青区西营门街道,海南化工大学,650101199406282000    ,1.5e+08%
马凌晶,江西省吉安市青原区青原区河东经济开发区,北京建筑大学,130201200312089000    ,1.8e+08%
谭秀兰,青海省海西蒙古族藏族自治州大柴旦行政委员会柴旦镇,广东医科大学,370101198601152000    ,1.8e+08%
孔紫轩,安徽省宣城市绩溪县瀛洲镇,福建交通大学,640201200209167000    ,1.9e+08%
康易轩,天津市市辖区宝坻区郝各庄镇,湖北服装学院,640101199510219000    ,1.8e+08%
李芳,四川省广元市青川县茶坝乡,青海工商大学,12020119810912464X,1.4e+08%
杨凌晶,广东省江门市新会区圭峰区,黑龙江农业大学,63010120000516545X,1.6e+08%
黎子辰,青海省海北藏族自治州祁连县八宝镇,西藏交通大学,450101197509031000    ,1.6e+08%
何一鸣,陕西省宝鸡市眉县红河谷森林公园,浙江师范大学,220101198603174000    ,1.5e+08%
顾东东,河南省安阳市龙安区马家乡,辽宁工商大学,430201197602213000    ,1.9e+08%
丁禹辰,天津市市辖区河西区尖山街道,吉林交通大学,350101200501077000    ,1.5e+08%
萧甜,新疆维吾尔自治区乌鲁木齐市米东区古牧地东路街道,江西师范大学,360201198405318000    ,1.6e+08%
罗明,山西省长治市屯留区张店镇,浙江理工大学,330201197401073000    ,1.6e+08%
罗贺祥,云南省西双版纳傣族自治州勐腊县象明彝族乡,内蒙古工商大学,220201198512151000    ,1.8e+08%
段晓庆,青海省西宁市湟源县巴燕乡,海南大学,230201200006269000    ,2e+08%
方欣汝,甘肃省张掖市临泽县板桥镇,湖南工商大学,120101200010043000    ,1.8e+08%
谭杰,青海省西宁市大通回族土族自治县景阳镇,贵州服装学院,140201200306277000    ,1.6e+08%
姜添池,陕西省西安市鄠邑区玉蝉街道,重庆工商大学,620101198802083000    ,1.9e+08%
孙淼,河北省廊坊市三河市皇庄镇,重庆农业大学,120101199106226000    ,1.6e+08%
沈佳钰,天津市市辖区滨海新区海滨街道,江苏农业大学,650201198008146000    ,1.3e+08%
龙添昊,辽宁省盘锦市双台子区铁东街道,湖北农业大学,610201200302235000    ,1.7e+08%
余雄霖,云南省西双版纳傣族自治州勐腊县易武镇,云南工商大学,320101197812055000    ,1.3e+08%
史宜豪,安徽省池州市贵池区殷汇镇,辽宁师范大学,360201200403194000    ,1.5e+08%
熊文昊,广东省揭阳市榕城区中山街道,黑龙江医科大学,540201200506016000    ,1.8e+08%
夏佳玉,甘肃省陇南市西和县何坝镇,山西工业大学,120201200206037000    ,1.5e+08%
杨昕蕊,广西壮族自治区百色市隆林各族自治县者保乡,海南科技大学,310101198611172000    ,2e+08%
唐瑾昆,广东省云浮市罗定市太平镇,西藏医科大学,340201199508189000    ,1.6e+08%
蒋瑞辰,宁夏回族自治区吴忠市盐池县高沙窝镇,新疆大学,360101197801264000    ,1.8e+08%
石榕汕,贵州省遵义市播州区铁厂镇,广西建筑大学,410101198809302000    ,1.9e+08%
